utt_id	source	method	score	old	new
vertin_03_00077	3	char-prefix	0.550	Sennatocomehere.Ismybookwallstillthere?Shedidn'tpushitdown,right?Sheisnice.Unlikethebadpotioninstructorwhoturnedmybooksintoapuddleofmud.Ohright,guesswhatIfoundto-day.Heregivemeyourhand.Look,theforetelleroftherain,thehyaluraboria.Icaughtitthroughtheschool'sfrontgate.IevengotstungbytheelectricfencewhenItookmyhandsback.Itkeepscroakinginmypocket.Look,it'sstillrainingoutside.Huh?Why?Justbecausethestudenthandbooksaysso.Idon'tlikethehandbook.Itsmellslikethosestinkysocksintheattic.Sonata,aren'tyoureallycuriousaboutwhatisoutsidetheschool?Youwerealsointhatparadeoutsidetheschoolbefore.thepebblesthefrogsTheatticofstinkysocks.That'sjustateenytinypartofthewholeworld.Ioncemetagirlwhocametoourschool.Untilthedayweloselifeitself.todeathno[vocal]I'msorry.Ijustwantedtoseeyouclearly.Sinceyourspeechwassowonderful.Annie.questionhmmWhatisthestorm,sir?MayIask?Howmuchfartherdowehavetogo?Tillwegettotheguardhouse.Okay。Okay。Ipromise.thisis[vocal]thejamiwamsocoolItsaidthatthechemiseofmarvellouscreatures.EvenKingSolomonsearchedforthemforyears.theyareincredibleengraversMoreskilledthanthegreatestcraftsmanamonghuman.Theycanengraveonleaves,metalandgemstones,buildasacredtemple.Ordestroyagiantvessel.butnowThey'vebecometoolsforpunishingnaughtykids.ohIthurts.Therewereatleastafewhundredchimerees.Andthey'reallmovingtowardsme.Theinstructdidteachtwoincantationstorepelinsects.Butchemisearenotanyordinarybalm.Theywereinfact.Akindofadvancedcritter.Theelementaryarcaneskillswon'tworkonthem.Letalonetherearenosignsofmyarcaneabilitiesuptillnow.maybeI'mnotanarcanistatall.ouch不是。Pleasedon'tbitemetwotimesinarow.nostopIhavetofocusnow.TheremustbeawayIcanthinkof.Hoptotherefirst.[vocal]waitWHYNOSHIMMERSHEYhmmThesethingsstickingtomyshoeare.Oh,brands.I'vejumpedoverhere.Thechemisejustkeepcrawlingtowardsthegrains.Seemsthattheyarenotorientatedbysounds.Whatmatterstothemisthegrain.ButIcan'tstayhereforever.Therearefoodineverycorner.Hewillgetheresoonerorlater.hmmTheycan'tdoanythingtothisballblanket.woahOh,sothat'sthecase.Thelegendsaysthatthewaytostorechimerewormsistowraptheminwoolandstoretheminacontainermadeoflead.whichmeansthewallofthisroomshouldbemadeofthisispoisonoustothemWell,tomeaswell.IhaveeverythingIneed,grainstolowerthemandwolvestodrivethemaway.ThesolutionsaremorethanIexpected.Allright,let'smove.Expelthemtothecorner.Finallygetthemalltothecorner.哼I'mabithungry.Ohright.I'llcheckwhatthispadlockismadeof.Andseeifitcanbeconsumedbytheschmez.Isee.withplentyoffoodonthegroundShemanswon'tnoticetheironwarehangingabove.sirTimetotryabrandnewdish.Hewoegentlemen.Whoareyou?yesAndsoyoucanleavewithoutabackwardglance.Nowaythen.Butifyoudon'tcomeback.Theinstructwillgiveusaharsherpunishment.I'mjustsneakingoutforfood.I'llbeback.Whatwouldyouliketohave?[vocal]noproblemI'llbringsomemashedpeastoo.yeshowaboutyouAnyoddthingsinyourroom?Isaid.thatwordpowerIsaidofthepreprayedassembly.[vocal]Idon'tunderstand.ItwashimwhosaidthatIcanaskanyquestionsthatIwant.Ihearditfromthejanitorofourdormitory.Thatwasthelastthinghesaid.Isawhimbeingescortedoutsidetheschoolgate.Andontoatruck.Hescreamedallalong.Thestormiscoming.Thestormiscoming.Um,Isaidagain.shootIaskedmanypeople.Butnonemustgothetuan,sir.UncleMorrissaidthejanitorlefttheschoolataninappropriatetime.Andsawsomeinappropriatethings,soheneededtreats.[vocal]Whatdoyoumean?TheWorldChangingStorm.Truthcoveredbythefoundation.Itdoesn'ttellusexactlywhatthewordiseither.There'salineinboldattheendofthearticle.WelcometoManusVendicte.What'smanifestingday?Somethinghasbeenprintedonthebacktoo.Hum,letmesee.Norhappiness,norharmony,norfame,norpride,norstrength,norskillinarmsorarts.Shepherdthoseherdswhomblindnessmakestame.Tidesruninblindbytheirever-beroutine.Stainingthatheavenwithobscenecalamity.WHENFOLLYWRECKSWITWHEREDOSTANWEIGHBeforeacruelweb.manwhommanwouldbeOntheraw,theempireofhimself.initmustbesupremeStoppushingthescrew.Unfoundedwill.quailingchallengesofhopesandfearsbeinghimselfalonewhodoyesAreyoucoming?Sothat'swhatyoumean.Idon'tcare,Joseph.Youcandealwithitasyouwant.I'mmessingwithyou.HowwouldyouprovethatIwroteit?That'snotwhatmywritinglookslikewhenIusemyrighthand.Nowyouaretheoneholdingthenote.Icouldsayit'syouwhowroteit,right?sirI'llcalltheinstructoroverforyou.ohIneedtohidequickly.Atleastthere'llbetwo,Iguess.Isabella,whenshehadjustgotintotheschool,shewascryingallthetimeandwantedtogohome.Maybeshewillcome.ohthereMissusJunior.It'sapillow.PennyMatilda,youareallhere.Whatabsolutelynot.I'veneverthoughtofthat.Ididn'texpectsomanyofyou.Somanyofyouinschoolarejustliketheringandme.wanttoknowmoreaboutthethingsoutsideOurlifeisallabouttraining.Peaceandmankind.nothingelseWehavedifferenthaircolors.speakwithdifferentaccentsandcastdifferentarcaneskillsButthestudenthandbookasksustoforgetaboutallthese.Itaimsateliminatingourdifferencesandensuringconformityintheschool.Thatpoeminspiredmewithsomanythings.Wearethechosenones.Wearemeanttobeatthebackboneoftheprimarydefenceformankind.Butallofyouheretoday.muststillbecuriousAboutwhoyoureallyare.Andwhatisintheworldoutside?Wecannotleavehere.Butwecanknowthetruththroughanotherway.fellowstudentsBeforeenteringtheschool.Wheredidyoulive?Whatkindoflifedidyoulead?Didpeopletherecastincantationstoo?Didtheylikescornjustaswedo?Bypiecingtogetherourmemoriesfromallovertheworld.Wecanrebuildtheveryworldoutside.[vocal]ohtheymaybeupsetOrblameus.butLet'sgiveitatry.thesongSoundsmuchbetterthanitwasbefore.Wereyouondutyyesterday?Okay，yes。Sir,pleaselistentous.Pleasegiveusachance.Letusbe,letusbeourselves.Isabella.Protectisabella.Stepback,stepback,protectyourself,don'tgethurt.Listen,standincircle,handinhand,showguysinside.Watchoutfortheguardbatons,don'tgethurt.I'mfine.Itdoesn'thurtsomuchnow.Ithurtmorethantheteargasburnedme.Proudtohearyousayso.Butwewon'tsingitanymore.Ithinkotherstudentsarestilllockedintheguardhouse.Thankyouforyourkindness.Ihopetheywillhavethechancetousethem.It'sallright,ring.Whatwe'regoingtodothistime.ismuchmoredangerousthanlasttimeAndwemayloseeverythingwehave.[vocal]lookThisisthefullmapofourschool.Includingtheaerialviewoftheschoolsandtheblocksnearby.Ifoundthetechnicaldrawingsoftheairdefencerenovationinthelibrary.Andaddedthemissingundergroundtunnelparttothemap.Ididn'trealizeuntilIputallthesetogetherandfoundthattheundergroundairraidtunnelconnectsthenorthwestandsoutheastwatchtowers,andthetwofirstfloorsofthesetowersaretheonlytwoexitstowardstheoutsideworldasidefromthegate.Thesafestplanistogototheclinicthroughthegirls'dormitory.Thereisonlyadoorbetweenthesoutheastporchtowerandtheclinic.Takingthechemisewithus,thenwedon'thavetoworryaboutthekeys.themaponlyshowstheblocksoutsidethesoutheastwatchtower.inoticedthattherearemanyoptionsfortransportationintheneighborhood,easyforescape.Thenumberofelityouhasrecentlyincreased,airdroppingpackageswithvariousstaff.Maps,newspapers,headlining,foundationcoverart,survivalguides.Theyevendroppedsomefieldbrushesrecently.Bycoincidenceornot,Ithinkthismanhasbeendictateshelpingusallthetime.Yes,weshould.goodThenthisisit.Preparefoodandclothes.Thebreakawayactionstartsaweeklaterfromnow.What'swrong?Matilda.Youlooklikeyou'recrying.matildaWewon'tforceyoutodoanythingyoudon'twantto.afterallWeareherebecause.Wearelongingforfreedom.Weoncefoughtsidebyside.Thatwouldbeenough.ohBythewayCouldyoutellourplantomesswithmyjuniorforme?Sheisoneofustoo.Idon'twanttoleaveherbehind.yearsafterWhenIthinkthatescape.StillfeelslikeIwasinachessgameplayingagainstaninvisibleenemy.BackthenIknewnothingaboutchessnorresigning,letalonethefactIwasintheZugzwang.It'simpossibletogototheclinicthroughthegirls'dorm.Theclinicisnowcrowdedwithpeople.Wemustgiveuptheroadtotheselfieswatchtower.wehaveanotheroptiontogototheclassroomfirst,thenentertheairytunnelfromthelibrary.exactlyoncewegetdowntothetunnel,wewillbemuchsafer.haveyouleftthewindowopenatthefirstfloor?Themostdangerouspartisfromthedorms.Thelibrarynotonlywillwepasstheclassroom,butalsobeexposedundersurveillanceofthecentralwatchtower.Okay,nowsplituponcethecentralwatchtower'slightisout.Wemove,IwillseeyouundertheAtwelvewindowofthelibrary.AndthesecrystalearringsaregiftsfromMatildabeforeIleft.Weartheseandwecanheareachotherwithinacertaindistance.that'sallBecareful,Iwillseeyousoon.copyBecareful,keepintouch.Peopleintheclassroomdistractthem.Fewsportstrips.Nowisthetime.Go.everyonegotothelibrarynowIt'sdifficulttosneakoutofthedormatthistime.Yes,bylaw.Ifwegetstoppedbythesupervisor.Bepreparedforconflict.Headsdown,staylow.Don'tgetcold.greatgoamazingEverything'sgoingsowelltoday.youkeepwatchingWe'llberightthere.Accordingtothemap,wearenowoutofthelibrary.Keepgoing,everyone.noIt'sthunder.It'sabouttorain.Everythinggoessowelltoday,toowellmaybemakingmeuneasy.What'swrong?Youareairforcefromzeno.Whatareyoudoinghere?Sheisasoldierwithfieldexperience.Ifwecan'ttakeadvantagewithinthefirstfewrounds.YouguysretreatimmediatelyandI'llcoverforyouaslongasoneofuscangetoutofschool.Ourplansucceeds.Sonato,whyareyouhere?[vocal]Weareleaving,senator.Thankyouforyourassistance.Goodbye.Yes,wehavepreparedforeverythingthatcouldhappen.Noregrets.[vocal]Wechoseadifferentfuture.Butfuturehasnorightorwrong,sonnetto.gobackGetyourselfoutofthesethings.Don'tletdownyourguard.Letmesee.you'reright好。oh	Sonetto! Come here. Is my book wall still there
vertin_04_00078	4	word	0.984	Hello , leader behind Man us vind ict ae . Why do I have the right to say no ? So what are the three questions and how do you indul ge in my suffering ?	Hello. The leader behind Manus Vindictae. Why? Do I have the right to say no? So, what are the three questions? And how do you indulge in my suffering
vertin_04_00079	4	word	1.178	What the foundation isn 't the storm created by you , Schne ider . Yes , we are looking for the arc ane antibody immune to the storm . And I 'm	what? The Foundation ... Isn't the "Storm" created by you ... Schneider!! Yes. We are looking for the arcane antibody immune to the "Storm" ... And I
vertin_04_00080	4	word	0.847	the only successful subject , asymm etric immune protein G . [vocal]	the only successful subject. Asymmetric ... Immune Protein G ... I [vocal]
vertin_04_00081	4	word	1.220	[vocal] [vocal] I will join you . I rarely meet them . Most of them are deserted . In the	[vocal] [vocal] I will join you ... ... I rarely meet them. Most of them are deserted. In the
vertin_04_00082	4	word	0.704	mental hospital the correction al institution The abandoned orphan age in the streets that no one sets foot on . A great one . I don 't need it . oh Oh .	mental hospital, the correctional institution, the abandoned orphanage, and the streets that no one sets foot on. ... A great one. I don't need it! Why
vertin_04_00083	4	word	0.935	why I 've decided to join you . The three questions all done . It 's already over . Re ady enough . or ange Why are oranges here ?	Why? I've decided to join you! The three questions are all done. It's already ... already enough! ... Orange? Why oranges here
vertin_04_00084	4	word	0.923	Sch ne ider . how did you become so young wow where am i The orange tree feels so real .	Schneider? How did you become ... so young ...? Where ... where am I? The orange tree feels so real
vertin_04_00085	4	word	0.491	W arm breeze , the familiar scent . I 'm here to pick oranges . Hey . Ah , thank you for wiping the mud	breeze, the familiar scent ... ... I'm here to pick oranges. Eh hey. Ah, thank you for wiping the mud off
vertin_04_00086	4	word	0.839	off my face . Who says I 'm not skilled ? Obs erve , let me pick up that big orange at the top for you . Just climb up here , take a small jump , then I 'll get it . Hey , I	off my face. Who says I'm not skilled? Observe. Let me pick up that big orange at the top for you. Just climb up here, take a small jump ... then I'll get it ... ... Hey! I got
vertin_04_00087	4	char	0.533	gotit.嗯。IIthinkIjustsawacritterdidn'twatchmysteponedrivingitaway.	got it! I ... I think I just saw a critter ... Didn't
vertin_04_00088	4	word	0.888	You often see strange creatures . Are you also an ar can ist ? Ah , the crit ters are making trouble now . Wait a minute , I will deal with them soon . In the future ,	You often see strange creatures ... Are you also an arcanist? Ah, the critters are making trouble now! Wait a minute. I will deal with them soon. In the future
vertin_04_00089	4	char-fallback	0.386	willyoualsocometotown,Schneider?嗯。Idon'tfeellikeit.I'vebeenwondering.Don'tyouthinkthisorange?taste	Willyoualsocometotown,Schneider? 。Idon'tfeellikeit.I'vebeenwondering.Don'tyouthinkthisorange?taste
vertin_04_00090	4	word	1.212	bitter Sch ne ider . Why are you covered in blood ? the pistol no no no don 't come over	bitter? Schneider?! Why are you covered in blood ... The pistol ... No, no, no! Don't come over
vertin_04_00091	4	word	1.020	Sch ne ider . why I 'm sorry . ha	Schneider?! Why ...! I'm sorry. So
vertin_04_00092	4	word	0.491	The storm syndrome turned money into food in people 's eyes . It 's so ridiculous . Miss Bur nt Branch . sh ould have come from a row an tree right I have seen this	the Storm Syndrome this time? You don't need to do this. Why do you blame them? In the "Storm," there is no life. This burnt branch ... should have come from a rowan tree, right? I have seen this tree in
vertin_04_00093	4	word-fallback	0.000	tree in Ireland and South West England . It is often called quick beam . Der ived from old German means stay alive . R owan is full of vital ity , even if it is transplant ed from Europe to North America .	Tree in Ireland and South West England. It is often called quick beam. Der ived from old German means stay alive. R owan is full of vital ity, even if it is transplant ed from Europe to North America.
vertin_04_00094	4	word-fallback	0.000	It grows vigor ously and stretches into a vast forest . In the most dangerous days in the Celt ic calendar , people wear gar lands and . The fair ies of Rou en to pray for its blessing for vital ity . How ever ,	It grows vigor ously and stretches into a vast forest. In the most dangerous days in the Celt ic calendar, people wear gar lands and. The fair ies of Rou en to pray for its blessing for vital ity. How ever,
vertin_04_00095	4	word	1.049	an unexpected fire destroyed all of them , just like the storm . It 's there for no reason . People like this branch whose life was brutally term inated , they worked out . they tried	an unexpected fire destroyed all of them. Just like the "Storm." It's there for no reason. People, like this branch, whose life was brutally terminated, they worked out
vertin_04_00096	4	word-fallback	0.000	to eat these soft ened gold bars and sold the food that 's no longer valuable . people worked so hard to understand life with their own logic because they just want to live as much as possible . but not go back in time	To eat these soft ened gold bars and sold the food that's no longer valuable. people worked so hard to understand life with their own logic because they just want to live as much as possible. but not go back in time
vertin_04_00097	4	word	0.719	Is this little row an branch really alive , Miss Dru vis ? You used ar can um to keep it the moment when it was burned . Once you disp el the ar can um . It would not be what it is now . I think you are	Is this little rowan branch really alive, Ms. Druvis? You used arcanum to keep it at the moment when it was burned. Once you dispel the arcanum, it would not be what it is now. I think you are clear
vertin_04_00098	4	word	0.510	clear , Miss Tre vis , that . every tree l ives for tomorrow al right Your wound hasn 't healed . Can 't get hurt anymore . Stay behind me	clear, Ms. Druvis, that ... Every tree lives for tomorrow. Uggh ... ... Alright. Your wound hasn't healed. Can't get hurt anymore. Stay behind
vertin_04_00099	4	word	0.824	. This is a cage . She wants to catch us . The Ex eter two is our last chance . Bre ak through . oh it hurts	This is a cage. She wants to catch us! The exit at two is our last chance! Breakthrough! Uggh ... It
vertin_04_00100	4	word	0.678	The slime on the th orns will make your body stiff . Be careful . no We can 't be trapped here . Let me try again . FL AM M EL FL ICK ER oh It bounced back .	The slime on the thorns will make your body stiff. Be careful! ... No. We can't be trapped here. Let me try again! Flamo Flicker! Ugh!! ... It bounced back ... How? How is
vertin_04_00101	4	word-fallback	0.325	how How was the th orn cage so tough ? It fed all your way . Ah , damn it , why ? I 'm not sure . There	How How was the th orn cage so tough? It fed all your way. Ah, damn it, why? I'm not sure. There
vertin_04_00102	4	word	1.214	must be a way . It just takes time . What are you talking about ? I don 't understand . It 's too risky , and - but what you said ,	must be a way. It just takes time. What are you talking about?! ... I don't understand ... It's too risky, and ... But what you said
vertin_04_00103	4	word	0.981	she , she heard it all . the second the first and on the ground altogether	She ... She heard it all. The second, the first, and underground
vertin_04_00104	4	word	0.709	three secret chambers in the spe ake asy the remaining material rooms study rooms and corridor on the second floor cross out the most large where he placed a park schne ider should be in one of the rooms on the other two floors	three secret chambers in the speakeasy. There are mainly material rooms, study rooms, and corridor on the second floor. Cross out. The most likely place to park Schneider ... should be in one of the rooms on the other two floors
vertin_04_00105	4	word	0.676	. it 's a pity that the patrol man could not be confirmed . I 'm afraid a battle will be inevitable . B ring the healing potion . other pot ions med ical equipment food M as ks of the Man us and The row an branch	It's a pity that the patrolmen could not be confirmed. I'm afraid a battle will be inevitable. Bring the healing potion, other potions, medical equipment, food, masks of the Manus, and ... The rowan
vertin_04_00106	4	word	0.507	sprout ed . The symbol of protection and blessing . I 'll take it . go It 's weird . It was a straight path when investigating .	The symbol of protection and blessing ... I'll take it. Go. It's weird. It was a straight path when
vertin_04_00107	4	char	0.935	[vocal]someone'scomingIshouldhidefromthem.嗯。whyTherowanbranchseemstobepullingme.Doesitwantmetochoosethepathwheretheyare?	[vocal]Someone's coming. I should hide from them. Why ...? The rowan branch seems to be pulling me? Does it want me to choose the path where they are
vertin_04_00108	4	word	0.521	Okay 。 Then I 'll wait for them to go over . Both his appearance and voice have changed . Just like the believers who can 't talk . Is it because of the mask ? or arc	then I'll wait for them to go over. Both his appearance and voice have changed, just like the believers who can't talk ... Is it because of the mask
vertin_04_00109	4	word-fallback	0.439	ana No , I can 't stay any longer . I need to pass through here and go to the underground before anyone else comes . m ine hands th ine order I 'm Vert in . A follower like	Ana No, I can't stay any longer. I need to pass through here and go to the underground before anyone else comes. m ine hands th ine order I'm Vert in. A follower like
vertin_04_00110	4	word	0.885	you . Please let me pass . He can 't be caught into sense . Is he moving just by instinct ? I can only stun you first . Sorry .	you. Please let me pass. He can't be talked into sense ... Is he moving just by instinct? I can only stun you first! Sorry
vertin_04_00111	4	word-fallback	0.000	m r ro bert foot steps At least five or six people . I should go downstairs quickly . the underground Another turn off .	Mr ro bert foot steps At least five or six people. I should go downstairs quickly. the underground Another turn off.
vertin_04_00112	4	word	0.812	Are you really showing me the way ? Then og re laughed . oh so close Just avoided another group of guards . It 's a wine - room . Schne ider is not here next .	Are you really showing me the way? Then ... I'll go left. So close. Just avoided another group of guards ... It's a wine room. Schneider is not here. Next ... This
vertin_04_00113	4	word	1.220	This is a floating staircase going down . Is there another fourth space ? Fine , last bet , I 'll go down .	This is ... a floating staircase going down?! Is there another fourth space? Fine. Last bet. I'll go down
vertin_04_00114	4	word	0.807	I found you Schne ider . We both how come we should have time to first aid . Sch ne ider	I found you ... Schneider! Weak pulse ... How come? We should have time for first aid ... Schneider
vertin_04_00115	4	word	0.531	, oh thank goodness you 're fine , drink these . And this eat , you must have been hungry for so long . It 's the leftover cake from dinner . I can 't bring too much with	Thank goodness you're fine. Drink these. And this. Eat. You must have been hungry for so long. It's the leftover cake from dinner. I can't bring too much with me
vertin_04_00116	4	word	1.220	me . Hang in for a while . They will send you out here tonight . I just don 't know . How did you do that ? When you bumped me . The bullet did hit your chest .	me. Hang in for a while. They will send you out here tonight. I just don't know ... How did you do that? When you bumped me ... The bullet did hit your chest
vertin_04_00117	4	word	1.220	I didn 't have the chance to talk to her alone . But I think . Since I can meet you now . maybe Maybe she shares the same dream with us . Sch ne ider . Now	I didn't have the chance to talk to her alone. But I think, since I can meet you now, maybe ... Maybe she shares the same dream with us. Schneider. Now
vertin_04_00118	4	word	1.031	you need to save your strength . Don 't open your eyes until you meet Son net o . I 'll see you in the relief shelter .	you need to save your strength. Don't open your eyes until you meet Sonetto. I'll see you in the Relief Shelter. You
vertin_04_00119	4	word	0.604	These pow ders are not poisonous . Al so , the potion he 's brewing doesn 't do any obvious harm . It smells nice . even like why Does he really want to treat the	These powders are not poisonous. Also the potion he's brewing doesn't do any obvious harm. This smells nice. Even like ... Why? Does he really want to treat the patients
vertin_04_00120	4	word	0.517	patients ? imp ossible oh Rel ief supplies , so that 's it . Lots of reserve food and oil , medical	patients? Impossible. Relief supplies?! So that's it ... Lots of reserved food and oil, medical
vertin_04_00121	4	word	0.770	supplies , emergency supplies , and temporary infrastructure tools . With out official support , man is vind ict ive needs supplies to gain a fo oth old in different er as . The so called peace before the storm is to cover up the	supplies, emergency supplies, and temporary infrastructure tools ... Without official support, Manus Vindictae needs supplies to gain a foothold in different eras. The so-called peace before the "Storm" is to cover up the transport
vertin_04_00122	4	word	0.887	transport of supplies . No , ten is too late . I must . Me et son ato before that . It 's a misunderstanding . I don 't have the potion . It will be delivered very soon .	transport of supplies! No. Ten is too late. I must meet Sonetto before that! It's a misunderstanding. I don't have the potion. It will be delivered very soon. Crap
vertin_04_00123	4	word	0.517	C rap , other people will be attracted here . I need to take him down . Sorry , take a rest . You can no longer waste your energy like this .	Other people will be attracted here! I need to take him down ... ... Sorry. Take a rest. You can no longer waste your energy like
vertin_04_00124	4	word	0.470	Miss Dru vis . no I 'm picking them up . yes U nt il we see tomorrow . with our own eyes Will	Druvis ... No. I'm picking them up. ... Yes. Until we see "tomorrow" with our own eyes. Will
vertin_04_00125	4	word	0.623	you come with me , Tru vis ? tra vis tra vis En ough , don 't live in the past . your blessing Once brought me	you come with me, Druvis? What?! He used the potion as fuel for explosion? Druvis! Druvis ...! Enough! Don't live in the past! Open your eyes! Your blessing ... once
vertin_04_00126	4	word	0.991	fortune . and hope Now I will give this blessing to you . I will share my tomorrow with you . What 's your steps ? le ave with me Le ave the flashlight . get up I 'll carry you and jump	fortune and hope. Now I will give this blessing to you. I will share my "tomorrow" with you. Watch your steps. Leave with me! Leave the flashlight. Get up. I'll carry you and jump
vertin_04_00127	4	word-fallback	0.000	out . oh for get me no so oner or later You will be destroyed by your own hatred . Your good luck won 't last long .	Out. oh for get me no so oner or later You will be destroyed by your own hatred. Your good luck won't last long.
vertin_04_00128	4	word	0.472	D esp ite the coming storm or the foundation 's reinforce ments , there is only one ending to your story . We belong to the future . Forget me not . Son eto Reg ulus .	the coming "Storm," or the Foundation's reinforcements, there is only one ending to your story. We belong to the future, Forget Me Not. Sonetto ... Regulus ...? Your
vertin_04_00129	4	word	0.805	Your hands are trembling , son net to . Cal m down , you did nothing wrong . We are together now , aren 't we ? There are more challenges for us to take . It 's not the time to catch up .	Your hands are trembling, Sonetto ... Calm down. You did nothing wrong. We are together now, aren't we? There are more challenges for us to take. It's not the time to catch up. We're
vertin_04_00130	4	word	0.847	We 're in trouble , everybody . Keep fifty feet away from her , correct ? And one day I will be back and beat you personally .	We're in trouble ...! Everybody, keep 50 feet away from her! Correct. And one day ... I will be back and beat you personally
vertin_04_00131	4	word	0.895	The enemy is coming . Everybody protect yourselves . We can 't relax yet . De fe at the shadows first . Please everybody hold on . [vocal] fin ally	The enemy is coming! Everybody protect yourselves! We can't relax yet. Defeat the shadows first! Please everybody hold on! Finally
vertin_04_00132	4	word-fallback	0.395	[vocal] wh ose people shall be no more [vocal] bar rel six hours left In the	[vocal] Wh ose people shall be no more bar rel six hours left In the
vertin_04_00133	4	word	0.601	following time . S ympt oms will get worse . The influence scope of the storm syndrome will be further expanded . how should we spend the last hours	following time ... symptoms will get worse ... The influence scope of the Storm Syndrome will be further expanded ... How shall we spend ... the last
vertin_04_00134	4	word	0.870	And what can I do ? Sch ne ider . [vocal] son at au yes sen	And what can I do? Schneider ... Sonetto ... Yes
vertin_04_00135	4	word	0.519	ato This time I want to hear everyone 's wishes . Yes , if this was the last moment in your	This time, I want to hear everyone's wishes. Yes. ... If this was the last moment in your life
vertin_04_00136	4	word	1.016	life , what wish would you want to make ? I think . There is a way to address your problems , Mister Carson . En joy the dinner ,	life ... what wish would you want to make? I think ... there is a way to address your problems, Mr. Karson. Enjoy the dinner Ms
vertin_04_00137	4	word-fallback	0.000	Miss S other by prepares for every one to - night . I didn 't know you prayed . You 're the last one to tell me your wish . Al though you won 't go , I still want to know . wow	Miss S other by prepares for every one to - night. I didn't know you prayed. You're the last one to tell me your wish. Al though you won't go, I still want to know. wow
vertin_04_00138	4	word	0.822	The storm is here . [vocal] Good - bye , Schne ider . I 'm sorry . your family	The "Storm" is here. ... Goodbye. Schneider ... I'm sorry. Your family ... What
vertin_04_00139	4	word	0.874	[vocal] What do you mean ? I I don 't understand . A deal . You mean the storm will also . no why You 've never eaten the gold bar	[vocal] What do you mean? I-I don't understand ... Goodbye?! You mean the "Storm" will also ... No!!! Why? ... You've never eaten the gold bar in
vertin_04_00140	4	word	0.998	in front of us . Are you always toler ating it ?	in front of us!! Are you always tolerating it
